statecode,code,title,Level,employment,Employment RSE,"Employment per 1,000 jobs",Location quotient,Median hourly wage,Mean hourly wage,Annual mean wage,Mean wage RSE
UT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,21200,3.70%,13.636,1.06,$21.86 ,$25.00 ,"$51,990 ",1.90%
UT,29-0000,Healthcare Practitioners and Technical Occupations,major,75960,1.40%,48.857,0.78,$30.56 ,$39.62 ,"$82,410 ",1.60%
UT,31-0000,Healthcare Support Occupations,major,49630,1.60%,31.923,0.68,$14.42 ,$15.95 ,"$33,170 ",0.60%
UT,33-0000,Protective Service Occupations,major,24430,1.80%,15.714,0.65,$21.74 ,$22.88 ,"$47,580 ",1.00%
UT,35-0000,Food Preparation and Serving Related Occupations,major,110550,1.50%,71.106,0.89,$12.03 ,$13.38 ,"$27,830 ",1.40%
UT,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,47230,1.50%,30.381,1.04,$14.25 ,$15.29 ,"$31,810 ",0.80%
UT,39-0000,Personal Care and Service Occupations,major,29680,2.90%,19.089,1.05,$13.51 ,$14.98 ,"$31,160 ",2.20%
UT,41-0000,Sales and Related Occupations,major,141500,1.30%,91.019,0.97,$14.38 ,$20.98 ,"$43,630 ",1.20%
UT,43-0000,Office and Administrative Support Occupations,major,226480,0.70%,145.675,1.12,$17.83 ,$19.28 ,"$40,100 ",0.30%
UT,45-0000,"Farming, Fishing, and Forestry Occupations",major,1140,9.30%,0.734,0.23,$14.27 ,$16.97 ,"$35,290 ",2.70%
UT,47-0000,Construction and Extraction Occupations,major,98140,1.40%,63.125,1.52,$22.76 ,$23.87 ,"$49,650 ",0.70%
UT,49-0000,"Installation, Maintenance, and Repair Occupations",major,60130,1.70%,38.677,0.98,$22.87 ,$24.74 ,"$51,470 ",0.70%
UT,51-0000,Production Occupations,major,98760,1.20%,63.527,1.06,$18.00 ,$19.96 ,"$41,520 ",0.60%
UT,53-0000,Transportation and Material Moving Occupations,major,117490,1.30%,75.575,0.84,$17.74 ,$19.78 ,"$41,150 ",0.60%
VT,11-0000,Management Occupations,major,22890,1.50%,80.593,1.27,$37.98 ,$45.69 ,"$95,030 ",0.90%
VT,13-0000,Business and Financial Operations Occupations,major,14760,2.50%,51.96,0.81,$31.08 ,$35.83 ,"$74,530 ",1.30%
VT,15-0000,Computer and Mathematical Occupations,major,7070,3.60%,24.908,0.75,$37.26 ,$40.34 ,"$83,910 ",3.10%
VT,17-0000,Architecture and Engineering Occupations,major,5300,3.00%,18.646,1.08,$37.21 ,$38.91 ,"$80,940 ",1.60%
VT,19-0000,"Life, Physical, and Social Science Occupations",major,2720,5.50%,9.562,1.06,$30.65 ,$33.48 ,"$69,630 ",1.80%
VT,21-0000,Community and Social Service Occupations,major,10460,2.90%,36.842,2.32,$22.04 ,$22.50 ,"$46,800 ",0.70%
VT,23-0000,Legal Occupations,major,1960,6.00%,6.916,0.83,$35.97 ,$40.16 ,"$83,540 ",3.30%
VT,25-0000,Educational Instruction and Library Occupations,major,24230,1.50%,85.318,1.47,$23.48 ,$27.76 ,"$57,750 ",1.40%
VT,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3830,3.20%,13.491,1.05,$23.51 ,$27.64 ,"$57,490 ",2.10%
VT,29-0000,Healthcare Practitioners and Technical Occupations,major,19690,2.10%,69.345,1.11,$36.07 ,$42.27 ,"$87,920 ",3.00%
VT,31-0000,Healthcare Support Occupations,major,11530,2.40%,40.605,0.87,$17.59 ,$17.63 ,"$36,680 ",0.50%
VT,33-0000,Protective Service Occupations,major,4500,4.70%,15.862,0.66,$23.04 ,$24.77 ,"$51,520 ",1.50%
VT,35-0000,Food Preparation and Serving Related Occupations,major,20050,2.10%,70.589,0.89,$14.40 ,$16.38 ,"$34,070 ",1.90%
VT,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,9670,2.50%,34.053,1.17,$17.88 ,$18.40 ,"$38,260 ",1.00%
VT,39-0000,Personal Care and Service Occupations,major,4660,4.30%,16.405,0.9,$14.57 ,$17.60 ,"$36,610 ",2.00%
VT,41-0000,Sales and Related Occupations,major,24490,1.60%,86.228,0.92,$14.46 ,$20.33 ,"$42,290 ",1.40%
VT,43-0000,Office and Administrative Support Occupations,major,33840,1.60%,119.159,0.92,$18.56 ,$21.33 ,"$44,370 ",0.40%
VT,45-0000,"Farming, Fishing, and Forestry Occupations",major,930,8.40%,3.291,1.02,$17.86 ,$19.06 ,"$39,640 ",1.30%
VT,47-0000,Construction and Extraction Occupations,major,13660,1.80%,48.106,1.16,$22.79 ,$23.94 ,"$49,800 ",0.70%
VT,49-0000,"Installation, Maintenance, and Repair Occupations",major,10990,2.00%,38.709,0.98,$23.06 ,$25.65 ,"$53,360 ",0.70%
VT,51-0000,Production Occupations,major,18590,1.60%,65.444,1.1,$18.23 ,$20.80 ,"$43,260 ",0.70%
VT,53-0000,Transportation and Material Moving Occupations,major,18170,2.30%,63.968,0.71,$17.91 ,$19.38 ,"$40,310 ",0.70%
VI,11-0000,Management Occupations,major,2830,3.20%,85.032,1.34,$36.85 ,$41.19 ,"$85,680 ",1.70%
VI,13-0000,Business and Financial Operations Occupations,major,1800,2.90%,54.143,0.84,$27.40 ,$30.30 ,"$63,030 ",2.10%
VI,15-0000,Computer and Mathematical Occupations,major,340,5.00%,10.226,0.31,$29.38 ,$30.03 ,"$62,460 ",4.30%
VI,17-0000,Architecture and Engineering Occupations,major,220,5.60%,6.594,0.38,$36.16 ,$39.73 ,"$82,630 ",1.70%
VI,19-0000,"Life, Physical, and Social Science Occupations",major,290,3.00%,8.69,0.96,$24.09 ,$28.90 ,"$60,110 ",1.60%
VI,21-0000,Community and Social Service Occupations,major,430,2.60%,13.068,0.82,$22.56 ,$23.38 ,"$48,630 ",1.70%
VI,23-0000,Legal Occupations,major,320,5.90%,9.655,1.15,$48.72 ,$60.87 ,"$126,610 ",6.60%
VI,25-0000,Educational Instruction and Library Occupations,major,2130,0.60%,64.018,1.1,$23.04 ,$24.01 ,"$49,950 ",0.60%
VI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,150,11.00%,4.366,0.34,$21.66 ,$23.21 ,"$48,280 ",2.90%
VI,29-0000,Healthcare Practitioners and Technical Occupations,major,1610,9.00%,48.421,0.78,$29.58 ,$35.12 ,"$73,040 ",6.00%
VI,31-0000,Healthcare Support Occupations,major,560,5.80%,16.709,0.36,$14.69 ,$16.47 ,"$34,260 ",1.50%
VI,33-0000,Protective Service Occupations,major,2130,1.50%,63.927,2.66,$17.84 ,$21.50 ,"$44,730 ",1.30%
VI,35-0000,Food Preparation and Serving Related Occupations,major,3360,2.70%,100.965,1.27,$12.41 ,$14.06 ,"$29,250 ",1.40%
VI,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,1860,4.40%,55.932,1.92,$13.63 ,$14.39 ,"$29,940 ",1.00%
VI,39-0000,Personal Care and Service Occupations,major,480,9.10%,14.421,0.79,$13.63 ,$14.90 ,"$30,990 ",2.20%
VI,41-0000,Sales and Related Occupations,major,3130,2.40%,94.146,1,$13.77 ,$16.79 ,"$34,920 ",3.50%
VI,43-0000,Office and Administrative Support Occupations,major,4410,1.70%,132.678,1.02,$17.72 ,$19.40 ,"$40,350 ",0.60%
VI,45-0000,"Farming, Fishing, and Forestry Occupations",major,30,12.20%,1.052,0.33,$14.41 ,$16.92 ,"$35,190 ",9.70%
VI,47-0000,Construction and Extraction Occupations,major,2300,3.60%,69.277,1.67,$22.42 ,$24.27 ,"$50,470 ",2.20%
VI,49-0000,"Installation, Maintenance, and Repair Occupations",major,1580,3.20%,47.604,1.2,$19.54 ,$22.47 ,"$46,730 ",1.40%
VI,51-0000,Production Occupations,major,830,13.40%,24.839,0.42,$17.92 ,$21.81 ,"$45,360 ",6.00%
VI,53-0000,Transportation and Material Moving Occupations,major,2470,5.00%,74.241,0.83,$14.48 ,$17.75 ,"$36,920 ",2.50%
VA,11-0000,Management Occupations,major,210990,1.00%,56.217,0.89,$60.74 ,$66.00 ,"$137,280 ",0.60%
VA,13-0000,Business and Financial Operations Occupations,major,343280,0.90%,91.461,1.42,$38.26 ,$43.04 ,"$89,530 ",0.50%
VA,15-0000,Computer and Mathematical Occupations,major,219330,1.90%,58.436,1.77,$48.88 ,$53.13 ,"$110,510 ",1.00%
VA,17-0000,Architecture and Engineering Occupations,major,71170,2.30%,18.963,1.1,$42.42 ,$46.35 ,"$96,410 ",1.60%
VA,19-0000,"Life, Physical, and Social Science Occupations",major,37310,5.60%,9.942,1.1,$38.22 ,$44.46 ,"$92,480 ",2.30%
VA,21-0000,Community and Social Service Occupations,major,60250,1.90%,16.052,1.01,$23.25 ,$25.64 ,"$53,330 ",0.70%
VA,23-0000,Legal Occupations,major,35100,2.20%,9.352,1.12,$48.02 ,$54.74 ,"$113,850 ",2.00%
VA,25-0000,Educational Instruction and Library Occupations,major,227910,0.50%,60.723,1.04,$28.40 ,$31.46 ,"$65,440 ",0.50%
VA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,47570,2.30%,12.673,0.98,$27.66 ,$30.96 ,"$64,400 ",1.40%
VA,29-0000,Healthcare Practitioners and Technical Occupations,major,217480,0.90%,57.946,0.93,$35.98 ,$43.47 ,"$90,410 ",1.40%
VA,31-0000,Healthcare Support Occupations,major,135010,1.40%,35.972,0.77,$14.01 ,$15.10 ,"$31,410 ",0.70%
VA,33-0000,Protective Service Occupations,major,99950,1.30%,26.629,1.11,$22.40 ,$24.57 ,"$51,100 ",0.60%
VA,35-0000,Food Preparation and Serving Related Occupations,major,286370,1.00%,76.3,0.96,$11.77 ,$13.63 ,"$28,350 ",0.90%
VA,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,116440,1.10%,31.023,1.06,$14.13 ,$15.17 ,"$31,550 ",0.80%
VA,39-0000,Personal Care and Service Occupations,major,71940,2.20%,19.167,1.05,$14.01 ,$16.01 ,"$33,290 ",1.10%
VA,41-0000,Sales and Related Occupations,major,354360,0.90%,94.415,1,$14.36 ,$22.44 ,"$46,670 ",0.90%
VA,43-0000,Office and Administrative Support Occupations,major,438470,0.70%,116.826,0.9,$18.19 ,$20.65 ,"$42,950 ",0.40%
VA,45-0000,"Farming, Fishing, and Forestry Occupations",major,5730,5.00%,1.528,0.48,$15.76 ,$17.39 ,"$36,170 ",1.60%
VA,47-0000,Construction and Extraction Occupations,major,166280,1.50%,44.303,1.07,$22.65 ,$24.24 ,"$50,430 ",0.70%
VA,49-0000,"Installation, Maintenance, and Repair Occupations",major,153200,1.40%,40.819,1.03,$23.27 ,$25.82 ,"$53,710 ",0.50%
VA,51-0000,Production Occupations,major,163550,1.40%,43.577,0.73,$18.15 ,$20.59 ,"$42,830 ",0.50%
VA,53-0000,Transportation and Material Moving Occupations,major,291540,1.10%,77.676,0.87,$17.56 ,$19.98 ,"$41,560 ",0.60%
WA,11-0000,Management Occupations,major,168430,1.20%,52.537,0.83,$61.25 ,$68.20 ,"$141,860 ",0.80%
WA,13-0000,Business and Financial Operations Occupations,major,243360,1.30%,75.91,1.18,$38.43 ,$43.92 ,"$91,350 ",0.60%
WA,15-0000,Computer and Mathematical Occupations,major,190160,1.70%,59.316,1.8,$61.24 ,$59.61 ,"$124,000 ",0.80%
WA,17-0000,Architecture and Engineering Occupations,major,71770,1.20%,22.387,1.29,$47.35 ,$49.10 ,"$102,130 ",0.50%
WA,19-0000,"Life, Physical, and Social Science Occupations",major,40940,1.40%,12.77,1.41,$37.25 ,$40.11 ,"$83,430 ",1.00%
WA,21-0000,Community and Social Service Occupations,major,57590,2.70%,17.962,1.13,$27.26 ,$28.25 ,"$58,760 ",0.70%
WA,23-0000,Legal Occupations,major,22130,2.50%,6.903,0.83,$46.86 ,$52.39 ,"$108,970 ",2.50%
WA,25-0000,Educational Instruction and Library Occupations,major,171640,0.60%,53.539,0.92,$29.42 ,$32.32 ,"$67,230 ",0.40%
WA,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,43640,3.00%,13.613,1.06,$29.79 ,$33.67 ,"$70,040 ",1.60%
WA,29-0000,Healthcare Practitioners and Technical Occupations,major,171040,1.10%,53.352,0.86,$44.56 ,$50.57 ,"$105,190 ",2.00%
WA,31-0000,Healthcare Support Occupations,major,137220,3.70%,42.803,0.91,$17.81 ,$19.38 ,"$40,320 ",0.60%
WA,33-0000,Protective Service Occupations,major,66020,1.70%,20.592,0.86,$29.00 ,$31.64 ,"$65,820 ",0.90%
WA,35-0000,Food Preparation and Serving Related Occupations,major,244570,0.80%,76.288,0.96,$16.75 ,$18.38 ,"$38,230 ",1.10%
WA,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,83140,1.20%,25.932,0.89,$17.79 ,$19.11 ,"$39,750 ",0.60%
WA,39-0000,Personal Care and Service Occupations,major,66530,7.60%,20.753,1.14,$16.83 ,$19.31 ,"$40,160 ",2.90%
WA,41-0000,Sales and Related Occupations,major,295670,0.90%,92.227,0.98,$18.11 ,$25.24 ,"$52,490 ",0.80%
WA,43-0000,Office and Administrative Support Occupations,major,395470,1.10%,123.355,0.95,$22.58 ,$23.94 ,"$49,800 ",0.30%
WA,45-0000,"Farming, Fishing, and Forestry Occupations",major,19080,4.90%,5.952,1.85,$14.66 ,$18.29 ,"$38,050 ",1.00%
WA,47-0000,Construction and Extraction Occupations,major,165750,1.10%,51.701,1.25,$29.63 ,$33.41 ,"$69,490 ",0.60%
WA,49-0000,"Installation, Maintenance, and Repair Occupations",major,121250,1.20%,37.821,0.96,$28.76 ,$29.63 ,"$61,630 ",0.50%
WA,51-0000,Production Occupations,major,158120,1.00%,49.321,0.83,$22.38 ,$24.66 ,"$51,280 ",0.40%
WA,53-0000,Transportation and Material Moving Occupations,major,272400,1.30%,84.967,0.95,$18.96 ,$23.45 ,"$48,780 ",0.50%
WV,11-0000,Management Occupations,major,35490,1.30%,53.962,0.85,$37.60 ,$45.19 ,"$93,980 ",0.70%
WV,13-0000,Business and Financial Operations Occupations,major,27030,1.60%,41.101,0.64,$29.11 ,$31.01 ,"$64,490 ",1.00%
WV,15-0000,Computer and Mathematical Occupations,major,11100,3.50%,16.88,0.51,$29.97 ,$34.31 ,"$71,360 ",1.50%
WV,17-0000,Architecture and Engineering Occupations,major,9040,2.30%,13.753,0.8,$36.54 ,$38.06 ,"$79,160 ",1.50%
WV,19-0000,"Life, Physical, and Social Science Occupations",major,5910,4.40%,8.985,0.99,$28.86 ,$30.94 ,"$64,360 ",1.10%
WV,21-0000,Community and Social Service Occupations,major,13350,3.20%,20.299,1.28,$18.39 ,$20.53 ,"$42,710 ",1.00%
WV,23-0000,Legal Occupations,major,5310,2.20%,8.077,0.97,$30.12 ,$38.00 ,"$79,040 ",2.20%
WV,25-0000,Educational Instruction and Library Occupations,major,41160,1.80%,62.585,1.08,$22.87 ,$23.41 ,"$48,690 ",0.70%
WV,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,5350,3.20%,8.133,0.63,$18.10 ,$21.43 ,"$44,560 ",1.80%
WV,29-0000,Healthcare Practitioners and Technical Occupations,major,57790,1.00%,87.868,1.41,$28.72 ,$36.38 ,"$75,670 ",1.40%
WV,31-0000,Healthcare Support Occupations,major,35040,1.90%,53.271,1.14,$11.48 ,$13.30 ,"$27,670 ",0.60%
WV,33-0000,Protective Service Occupations,major,15950,2.20%,24.255,1.01,$17.86 ,$18.80 ,"$39,110 ",1.10%
WV,35-0000,Food Preparation and Serving Related Occupations,major,56760,1.10%,86.305,1.09,$10.70 ,$12.05 ,"$25,070 ",0.60%
WV,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,18940,2.20%,28.798,0.99,$12.24 ,$13.75 ,"$28,590 ",0.60%
WV,39-0000,Personal Care and Service Occupations,major,9840,5.10%,14.959,0.82,$11.71 ,$14.15 ,"$29,430 ",1.60%
WV,41-0000,Sales and Related Occupations,major,61890,1.00%,94.096,1,$11.48 ,$15.84 ,"$32,940 ",1.20%
WV,43-0000,Office and Administrative Support Occupations,major,86000,1.00%,130.769,1.01,$16.37 ,$17.37 ,"$36,140 ",0.40%
WV,45-0000,"Farming, Fishing, and Forestry Occupations",major,1240,3.80%,1.885,0.59,$17.48 ,$17.24 ,"$35,870 ",2.80%
WV,47-0000,Construction and Extraction Occupations,major,38860,1.60%,59.082,1.42,$22.71 ,$24.59 ,"$51,150 ",0.80%
WV,49-0000,"Installation, Maintenance, and Repair Occupations",major,31960,1.40%,48.592,1.23,$21.90 ,$22.80 ,"$47,430 ",0.70%
WV,51-0000,Production Occupations,major,34720,1.90%,52.786,0.88,$17.97 ,$20.39 ,"$42,410 ",0.90%
WV,53-0000,Transportation and Material Moving Occupations,major,54950,1.70%,83.557,0.93,$14.44 ,$17.41 ,"$36,200 ",0.70%
WI,11-0000,Management Occupations,major,113760,0.90%,41.294,0.65,$48.62 ,$56.92 ,"$118,400 ",0.60%
WI,13-0000,Business and Financial Operations Occupations,major,161170,0.80%,58.503,0.91,$30.70 ,$36.13 ,"$75,160 ",0.60%
WI,15-0000,Computer and Mathematical Occupations,major,79460,1.60%,28.843,0.87,$37.55 ,$40.23 ,"$83,670 ",1.50%
WI,17-0000,Architecture and Engineering Occupations,major,52360,1.40%,19.005,1.1,$36.85 ,$37.63 ,"$78,270 ",0.50%
WI,19-0000,"Life, Physical, and Social Science Occupations",major,22410,2.80%,8.136,0.9,$29.86 ,$32.83 ,"$68,280 ",1.40%
WI,21-0000,Community and Social Service Occupations,major,37890,1.70%,13.755,0.87,$23.37 ,$24.48 ,"$50,910 ",0.60%
WI,23-0000,Legal Occupations,major,14400,1.70%,5.228,0.63,$35.93 ,$46.92 ,"$97,600 ",3.10%
WI,25-0000,Educational Instruction and Library Occupations,major,154080,0.90%,55.93,0.96,$23.55 ,$26.46 ,"$55,030 ",0.60%
WI,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,27630,1.80%,10.028,0.78,$23.11 ,$25.06 ,"$52,130 ",1.30%
WI,29-0000,Healthcare Practitioners and Technical Occupations,major,175720,0.80%,63.784,1.02,$36.06 ,$43.67 ,"$90,840 ",0.80%
WI,31-0000,Healthcare Support Occupations,major,137540,1.30%,49.927,1.07,$14.24 ,$15.29 ,"$31,810 ",0.50%
WI,33-0000,Protective Service Occupations,major,50960,2.50%,18.497,0.77,$23.03 ,$24.92 ,"$51,840 ",1.00%
WI,35-0000,Food Preparation and Serving Related Occupations,major,208060,0.70%,75.523,0.95,$11.37 ,$12.81 ,"$26,640 ",0.80%
WI,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,77790,1.40%,28.237,0.97,$14.35 ,$15.63 ,"$32,510 ",0.60%
WI,39-0000,Personal Care and Service Occupations,major,45160,1.70%,16.393,0.9,$13.85 ,$15.46 ,"$32,150 ",1.20%
WI,41-0000,Sales and Related Occupations,major,260500,0.70%,94.559,1,$15.27 ,$22.25 ,"$46,290 ",0.60%
WI,43-0000,Office and Administrative Support Occupations,major,347060,0.60%,125.981,0.97,$18.27 ,$20.39 ,"$42,420 ",0.30%
WI,45-0000,"Farming, Fishing, and Forestry Occupations",major,4400,5.50%,1.595,0.5,$17.40 ,$17.75 ,"$36,920 ",2.00%
WI,47-0000,Construction and Extraction Occupations,major,109610,1.10%,39.787,0.96,$27.50 ,$27.76 ,"$57,730 ",0.60%
WI,49-0000,"Installation, Maintenance, and Repair Occupations",major,110090,0.90%,39.963,1.01,$23.18 ,$25.35 ,"$52,730 ",0.50%
WI,51-0000,Production Occupations,major,306070,0.60%,111.1,1.86,$18.54 ,$20.84 ,"$43,350 ",0.30%
WI,53-0000,Transportation and Material Moving Occupations,major,258770,0.70%,93.932,1.05,$18.09 ,$19.29 ,"$40,130 ",0.40%
WY,11-0000,Management Occupations,major,13530,1.50%,51.916,0.82,$39.45 ,$46.37 ,"$96,440 ",0.90%
WY,13-0000,Business and Financial Operations Occupations,major,10250,1.40%,39.337,0.61,$30.04 ,$35.18 ,"$73,170 ",1.90%
WY,15-0000,Computer and Mathematical Occupations,major,2970,2.80%,11.419,0.35,$29.74 ,$33.06 ,"$68,770 ",1.70%
WY,17-0000,Architecture and Engineering Occupations,major,4090,2.60%,15.689,0.91,$37.27 ,$40.02 ,"$83,250 ",1.50%
WY,19-0000,"Life, Physical, and Social Science Occupations",major,4250,2.00%,16.328,1.81,$29.83 ,$31.46 ,"$65,440 ",1.10%
WY,21-0000,Community and Social Service Occupations,major,3970,2.40%,15.234,0.96,$23.66 ,$25.54 ,"$53,110 ",1.10%
WY,23-0000,Legal Occupations,major,1670,3.00%,6.412,0.77,$25.90 ,$34.82 ,"$72,420 ",3.20%
WY,25-0000,Educational Instruction and Library Occupations,major,18970,1.40%,72.819,1.25,$23.06 ,$24.27 ,"$50,480 ",0.60%
WY,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,2300,3.40%,8.82,0.68,$18.82 ,$23.57 ,"$49,020 ",1.70%
WY,29-0000,Healthcare Practitioners and Technical Occupations,major,14400,1.00%,55.265,0.89,$36.06 ,$43.41 ,"$90,290 ",1.10%
WY,31-0000,Healthcare Support Occupations,major,9040,2.00%,34.687,0.74,$14.38 ,$16.40 ,"$34,110 ",1.30%
WY,33-0000,Protective Service Occupations,major,6500,4.30%,24.949,1.04,$22.15 ,$23.27 ,"$48,410 ",1.90%
WY,35-0000,Food Preparation and Serving Related Occupations,major,23950,1.70%,91.916,1.16,$11.73 ,$13.49 ,"$28,050 ",1.50%
WY,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,10520,2.10%,40.371,1.38,$14.34 ,$15.98 ,"$33,240 ",1.40%
WY,39-0000,Personal Care and Service Occupations,major,5240,5.40%,20.115,1.1,$13.86 ,$14.78 ,"$30,740 ",1.70%
WY,41-0000,Sales and Related Occupations,major,23400,1.40%,89.812,0.95,$14.22 ,$18.81 ,"$39,130 ",1.10%
WY,43-0000,Office and Administrative Support Occupations,major,29070,1.00%,111.589,0.86,$18.03 ,$19.32 ,"$40,180 ",0.60%
WY,45-0000,"Farming, Fishing, and Forestry Occupations",major,720,8.40%,2.746,0.85,$15.01 ,$16.23 ,"$33,750 ",3.20%
WY,47-0000,Construction and Extraction Occupations,major,23190,1.50%,89.004,2.14,$23.37 ,$27.05 ,"$56,260 ",0.80%
WY,49-0000,"Installation, Maintenance, and Repair Occupations",major,16070,1.90%,61.699,1.56,$28.28 ,$28.80 ,"$59,900 ",0.90%
WY,51-0000,Production Occupations,major,11770,2.10%,45.182,0.76,$23.59 ,$28.29 ,"$58,840 ",0.80%
WY,53-0000,Transportation and Material Moving Occupations,major,24670,1.70%,94.692,1.06,$18.67 ,$21.87 ,"$45,490 ",0.80%
NM,11-0000,Management Occupations,major,39110,1.10%,50.364,0.8,$45.69 ,$50.41 ,"$104,840 ",1.00%
NM,13-0000,Business and Financial Operations Occupations,major,41140,1.30%,52.982,0.82,$30.21 ,$36.17 ,"$75,240 ",0.70%
NM,15-0000,Computer and Mathematical Occupations,major,17810,2.80%,22.93,0.69,$37.09 ,$39.99 ,"$83,170 ",1.60%
NM,17-0000,Architecture and Engineering Occupations,major,22340,1.90%,28.763,1.66,$46.68 ,$50.33 ,"$104,690 ",0.70%
NM,19-0000,"Life, Physical, and Social Science Occupations",major,11680,2.00%,15.047,1.66,$35.75 ,$42.52 ,"$88,440 ",1.00%
NM,21-0000,Community and Social Service Occupations,major,13290,2.40%,17.118,1.08,$22.92 ,$24.72 ,"$51,410 ",1.00%
NM,23-0000,Legal Occupations,major,6320,3.00%,8.138,0.97,$33.30 ,$42.45 ,"$88,300 ",5.80%
NM,25-0000,Educational Instruction and Library Occupations,major,47220,1.10%,60.803,1.05,$23.43 ,$26.64 ,"$55,410 ",0.90%
NM,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,8940,4.30%,11.512,0.89,$23.23 ,$33.09 ,"$68,830 ",12.10%
NM,29-0000,Healthcare Practitioners and Technical Occupations,major,47120,1.30%,60.683,0.97,$36.88 ,$43.63 ,"$90,750 ",1.00%
NM,31-0000,Healthcare Support Occupations,major,52950,0.90%,68.183,1.45,$11.65 ,$13.86 ,"$28,840 ",0.60%
NM,33-0000,Protective Service Occupations,major,23880,1.60%,30.746,1.28,$20.63 ,$22.76 ,"$47,350 ",0.60%
NM,35-0000,Food Preparation and Serving Related Occupations,major,68040,1.20%,87.619,1.1,$11.42 ,$12.89 ,"$26,810 ",0.80%
NM,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,23760,2.20%,30.6,1.05,$13.44 ,$14.01 ,"$29,140 ",0.70%
NM,39-0000,Personal Care and Service Occupations,major,10960,3.30%,14.113,0.77,$12.78 ,$14.83 ,"$30,840 ",1.90%
NM,41-0000,Sales and Related Occupations,major,67740,1.20%,87.234,0.93,$13.95 ,$17.63 ,"$36,670 ",0.80%
NM,43-0000,Office and Administrative Support Occupations,major,110370,0.90%,142.126,1.09,$17.67 ,$18.58 ,"$38,650 ",0.40%
NM,45-0000,"Farming, Fishing, and Forestry Occupations",major,2590,6.20%,3.341,1.04,$12.70 ,$14.14 ,"$29,420 ",1.80%
NM,47-0000,Construction and Extraction Occupations,major,48430,1.70%,62.372,1.5,$21.62 ,$23.00 ,"$47,830 ",0.90%
NM,49-0000,"Installation, Maintenance, and Repair Occupations",major,33670,1.60%,43.36,1.1,$22.33 ,$23.50 ,"$48,880 ",0.70%
NM,51-0000,Production Occupations,major,24080,1.70%,31.012,0.52,$17.86 ,$20.94 ,"$43,540 ",0.80%
NM,53-0000,Transportation and Material Moving Occupations,major,55100,1.50%,70.954,0.79,$14.82 ,$18.54 ,"$38,560 ",0.90%
NY,11-0000,Management Occupations,major,517360,0.90%,59.679,0.94,$64.11 ,$75.20 ,"$156,420 ",0.80%
NY,13-0000,Business and Financial Operations Occupations,major,662820,0.90%,76.458,1.19,$42.47 ,$48.78 ,"$101,460 ",0.50%
NY,15-0000,Computer and Mathematical Occupations,major,263440,1.20%,30.389,0.92,$48.22 ,$52.15 ,"$108,470 ",0.80%
NY,17-0000,Architecture and Engineering Occupations,major,99910,2.80%,11.525,0.67,$38.16 ,$43.79 ,"$91,080 ",1.00%
NY,19-0000,"Life, Physical, and Social Science Occupations",major,65670,1.60%,7.575,0.84,$37.65 ,$42.12 ,"$87,600 ",1.50%
NY,21-0000,Community and Social Service Occupations,major,181800,1.30%,20.971,1.32,$27.33 ,$28.77 ,"$59,840 ",0.70%
NY,23-0000,Legal Occupations,major,121480,2.20%,14.014,1.68,$60.69 ,$69.74 ,"$145,060 ",2.40%
NY,25-0000,Educational Instruction and Library Occupations,major,646320,0.90%,74.555,1.28,$30.15 ,$37.15 ,"$77,270 ",0.90%
NY,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,191400,1.50%,22.079,1.71,$37.32 ,$42.87 ,"$89,160 ",1.40%
NY,29-0000,Healthcare Practitioners and Technical Occupations,major,541830,0.90%,62.502,1,$38.69 ,$49.29 ,"$102,510 ",1.30%
NY,31-0000,Healthcare Support Occupations,major,661830,0.60%,76.345,1.63,$17.34 ,$17.30 ,"$35,990 ",0.30%
NY,33-0000,Protective Service Occupations,major,285900,1.00%,32.979,1.37,$23.86 ,$29.39 ,"$61,130 ",0.60%
NY,35-0000,Food Preparation and Serving Related Occupations,major,546790,1.20%,63.074,0.79,$14.68 ,$17.71 ,"$36,830 ",1.20%
NY,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,261380,1.90%,30.151,1.03,$17.77 ,$19.49 ,"$40,530 ",0.80%
NY,39-0000,Personal Care and Service Occupations,major,168690,3.00%,19.459,1.07,$16.04 ,$19.27 ,"$40,070 ",1.50%
NY,41-0000,Sales and Related Occupations,major,775980,1.00%,89.512,0.95,$17.98 ,$29.71 ,"$61,800 ",0.70%
